Number of Required CFS,Runtime
1,0.27949172299850034
2,0.30634718500004965
3,0.3727978290007741
4,0.4628399460016226
5,0.4509276749995479
6,0.5054200119993766
7,0.5884377450020111
8,0.6240244559994608
9,0.6926511000019673
10,0.6947732189983071
11,0.7469082740026352
12,0.7870814449997852
13,0.8867511199969158
14,0.8714446749982017
15,1.4671483239981171
16,0.9884768209994945
17,1.0470778979979514
18,1.2835427789977985
19,1.393532176000008
20,1.320916317999945
