Number of Required CFS,Runtime
1,0.16078765800011752
2,0.19745336499909172
3,0.23939203300142253
4,0.2791919789997337
5,0.31931414300015604
6,0.36238568699991447
7,24.136239309000302
8,26.873044660000232
9,0.5070024850010668
10,0.5474148550001701
11,0.5778834980010288
12,0.6176012579999224
13,40.49267903399959
14,43.21924180899987
15,46.28393657500055
16,0.783462856999904
17,0.823050109000178
18,0.8655937049989006
19,57.2900332499994
20,61.48118055000123
