Number of Required CFS,Runtime
1,50.78695593199882
2,22.113168322001002
3,20.549275134999334
4,35.35903789800068
5,52.635142164999706
6,51.371669094001845
7,93.40706536300058
8,133.65097401399908
9,82.864292809998
10,128.9438691889991
11,106.5209228499989
12,96.79601873199863
13,119.28468521899777
14,172.49554864999664
15,144.30711595799949
16,195.18686266499935
17,228.35461032799867
18,192.29653071999928
19,239.65230379900095
20,211.1085010989991
