num_required_cfs,Size,Dissimilarity_distance,Dissimilarity_count,Actionability,Diversity_distance,Diversity_count
1,1.0,1.0578452281786692,0.25,1.0,0.0,0.0
2,1.0,0.9967392323188362,0.3333333333333333,0.5,0.5370733857703534,0.024271844660194174
3,1.0,0.8828835582010172,0.3611111111111111,0.6666666666666666,0.48637724077454536,0.034519956850053934
4,1.0,1.0346191432392786,0.375,0.75,0.6763171525699113,0.03762135922330097
5,1.0,1.2137489795502294,0.3833333333333333,0.8,0.8328501133771866,0.040388349514563104
6,1.0,1.3397740823950564,0.3888888888888889,0.8333333333333334,0.8692925084230654,0.043149946062567425
7,1.0,1.2496606223211946,0.4166666666666667,0.7142857142857143,0.9063915139787464,0.04676045175351694
8,1.0,1.2578753644628982,0.4375,0.75,0.8646912720539466,0.04824029126213592
9,1.0,1.3459422857063381,0.4537037037037037,0.6666666666666666,1.107281997249683,0.04890327220424308
10,0.9,1.3459422857063381,0.4537037037037037,0.6,1.107281997249683,0.04890327220424308
11,0.8181818181818182,1.3459422857063381,0.4537037037037037,0.5454545454545454,1.107281997249683,0.04890327220424308
12,0.75,1.3459422857063381,0.4537037037037037,0.5,1.107281997249683,0.04890327220424308
13,0.6923076923076923,1.3459422857063381,0.4537037037037037,0.46153846153846156,1.107281997249683,0.04890327220424308
14,0.6428571428571429,1.3459422857063381,0.4537037037037037,0.42857142857142855,1.107281997249683,0.04890327220424308
15,0.6,1.3459422857063381,0.4537037037037037,0.4,1.107281997249683,0.04890327220424308
16,0.5625,1.3459422857063381,0.4537037037037037,0.375,1.107281997249683,0.04890327220424308
17,0.5294117647058824,1.3459422857063381,0.4537037037037037,0.35294117647058826,1.107281997249683,0.04890327220424308
18,0.5,1.3459422857063381,0.4537037037037037,0.3333333333333333,1.107281997249683,0.04890327220424308
19,0.47368421052631576,1.3459422857063381,0.4537037037037037,0.3157894736842105,1.107281997249683,0.04890327220424308
20,0.45,1.3459422857063381,0.4537037037037037,0.3,1.107281997249683,0.04890327220424308
